"id","ing"
48642,"yeast"
48642,"egg"
48642,"vinegar"
48642,"black_pepper"
48642,"honey"
48642,"seed"
48642,"macaroni"
48642,"chive"
48642,"sherry"
48642,"root"
48643,"cayenne"
48643,"ginger"
48643,"seed"
48643,"garlic"
48643,"vegetable_oil"
48643,"mint"
48643,"lime"
48643,"cilantro"
48643,"onion"
48643,"lime_juice"
48643,"cumin"
48643,"shrimp"
48643,"mango"
48643,"nutmeg"
48643,"cucumber"
48643,"turmeric"
48644,"coriander"
48644,"kiwi"
48644,"fish"
48644,"cayenne"
48644,"cumin"
48644,"ginger"
48644,"garlic"
48644,"mango"
48644,"cucumber"
48644,"vegetable_oil"
48644,"yogurt"
48644,"palm"
48644,"lime"
48645,"coriander"
48645,"coconut"
48645,"lemon_juice"
48645,"lemon"
48645,"onion"
48645,"chicken_broth"
48645,"cayenne"
48645,"bay"
48645,"garlic"
48645,"vegetable_oil"
48645,"chicken"
48645,"rice"
48645,"lentil"
48645,"turmeric"
48646,"cilantro"
48646,"lemon_juice"
48646,"lemon"
48646,"okra"
48646,"onion"
48646,"vegetable_oil"
48647,"olive_oil"
48647,"coconut"
48647,"wheat"
48647,"shallot"
48647,"fish"
48647,"black_pepper"
48647,"ginger"
48647,"garlic"
48647,"tamarind"
48647,"coriander"
48647,"chicken_broth"
48647,"cayenne"
48647,"cumin"
48647,"vegetable_oil"
48647,"rice"
48647,"egg"
48648,"coriander"
48648,"olive_oil"
48648,"onion"
48648,"cayenne"
48648,"cumin"
48648,"ginger"
48648,"shrimp"
48648,"garlic"
48648,"tomato"
48648,"rice"
48648,"turmeric"
48649,"fenugreek"
48649,"pepper"
48649,"wheat"
48649,"corn"
48649,"currant"
48649,"cream"
48649,"coriander"
48649,"cilantro"
48649,"onion"
48649,"peach"
48649,"cashew"
48649,"lime_juice"
48649,"cumin"
48649,"bell_pepper"
48649,"yogurt"
48649,"vegetable_oil"
48649,"turmeric"
48649,"zucchini"
48650,"coriander"
48650,"coconut"
48650,"onion"
48650,"cayenne"
48650,"black_pepper"
48650,"cumin"
48650,"lime"
48650,"garlic"
48650,"cinnamon"
48650,"crab"
48650,"vegetable_oil"
48650,"nutmeg"
48650,"rice"
48650,"anise_seed"
48650,"turmeric"
48651,"tomato"
48651,"cilantro"
48651,"onion"
48651,"potato"
48651,"vegetable_oil"
48651,"cumin"
48651,"pea"
48652,"butter"
48652,"coriander"
48652,"pepper"
48652,"clam"
48652,"cream"
48652,"onion"
48652,"fenugreek"
48652,"cumin"
48652,"shrimp"
48652,"rice"
48652,"mango"
48652,"scallion"
48652,"turmeric"
48653,"butter"
48653,"wheat"
48653,"cinnamon"
48653,"cardamom"
48653,"vanilla"
48653,"almond"
48654,"coriander"
48654,"black_pepper"
48654,"cumin"
48654,"cinnamon"
48655,"coriander"
48655,"fenugreek"
48655,"coconut"
48655,"chicken_broth"
48655,"lime_juice"
48655,"cumin"
48655,"ginger"
48655,"scallion"
